/home/mxm222/Documents/internal_and_full_opt/1_unfinished siesta: iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)   dDmax  Ef(eV)    Max    0.219007    constrained outcell: Cell vector modules (Ang)   :    9.985105   17.219063   25.000000
/home/mxm222/Documents/internal_and_full_opt/2_look_carefully_very_close_to_graphene_not_fixed_Mg siesta: iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)   dDmax  Ef(eV)    Max    0.230439    constrained outcell: Cell vector modules (Ang)   :    9.987190   17.229678   25.000000
/home/mxm222/Documents/internal_and_full_opt/3 siesta: iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)   dDmax  Ef(eV)    Max    0.053564    constrained outcell: Cell vector modules (Ang)   :    9.981051   17.217325   25.000000
